Organization type,Role in organization,Size of IT department,Customer organization type,Estimated  duration,Development type,Application domain,Object points,Other sizing method,Contract maturity,Government policy impact,Economic instability impact,Organization management structure clarity,Developer hiring policy,Developer incentives policy ,Developer training,Development team management,Top management support,Top management opinion of previous system,Clarity of manual system,User resistance,User computer experience, Users stability , Requirment stability , Requirements flexibility ,Project manager experience,Consultant availability,DBMS  expert availability,Precedentedness,Software tool experience,Programmers experience in programming language,Programmers capability ,Team selection,Team size,Daily working hours,Team contracts,Team continuity ,Team cohesion,Income satisfaction,Schedule quality,Development environment adequacy,Tool availability ,Methodology,# Multiple programing languages ,Programming language used,DBMS used,Technical stability,Open source software,Level of outsourcing,Degree of software reuse ,Degree of risk management,Use of standards, Process reengineering ,Requirement accuracy level,Technical documentation,Comments within the code,User manual,Required reusability,Performance requirements,Product complexity,Security requirements,Reliability requirements,Specified H/W,Effort
0.0,0.0,0.0,0.0,-0.5,4.0,0.4,0.11456628,0.0,0.6666667,1.0,1.0,0.0,-0.33333334,0.6666667,0.0,-0.5,0.0,0.0,0.6666667,-0.25,-1.0,0.8314608,-0.58638746,0.6666667,0.0,-2.0,-1.0,0.6666667,0.0,-0.5,0.0,-1.0,0.0,-3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,-1.3333334,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.0,-2.0,-1.0,1.0,2.0,2.0,0.0,0.0,0.0,3300.0
-1.0,0.0,1.2857143,0.0,0.25,0.0,0.2,-0.2618658,0.0,0.6666667,0.0,0.0,1.0,-0.33333334,0.0,0.0,-0.25,1.0,-1.0,-0.33333334,1.25,-1.0,0.0,-0.08376968,1.0,1.0,0.0,-1.0,0.0,0.5,0.5,2.0,0.0,0.0,-1.0,0.0,2.0,3.0,0.0,2.0,0.0,-1.3333334,0.5,0.0,-0.33333334,-1.0,0.0,0.0,-2.0,0.5,0.0,0.0,0.0,1.5,-1.3333334,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.33333334,0.0,9240.0
-1.0,0.0,1.2857143,-0.5,0.25,0.0,0.4,-0.14402619,0.0,-1.3333334,0.0,1.0,0.0,-0.33333334,-0.6666667,0.0,-0.25,-1.0,0.0,0.0,1.5,-1.0,1.1647941,0.99476445,1.0,1.0,-1.0,-1.0,0.0,0.0,-0.5,0.0,-1.0,2.3333333,-1.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.3333334,0.0,0.0,-0.33333334,-1.0,0.0,0.0,0.0,-0.5,-1.0,0.0,0.0,1.5,-1.3333334,0.0,-1.0,0.0,0.0,1.0,2.0,0.6666667,2.0,20328.0
-1.0,0.0,1.2857143,-0.6,-0.25,4.0,0.0,-0.17348608,0.0,0.0,0.0,0.5,0.0,-0.33333334,-1.0,-1.0,-0.5,0.0,0.0,0.0,-0.75,-1.0,1.0,-0.7905759,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.33333334,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-1.3333334,0.0,0.0,-0.33333334,3.0,0.0,0.0,0.0,-0.5,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.33333334,1.0,5544.0
-1.0,0.0,1.2857143,0.0,-1.1875,6.0,-0.6,0.32733223,0.0,0.0,-1.0,0.0,0.0,-0.33333334,-1.0,-2.0,-0.5,-3.0,0.0,0.0,-0.5,0.0,0.0,-0.9162304,0.0,0.0,-2.0,0.0,0.6666667,0.5,1.0,-1.0,-1.0,0.33333334,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,1.0,0.6666667,3.0,0.0,1.0,0.0,-1.5,-2.0,-1.0,0.0,0.0,-0.6666667,0.0,0.0,0.0,0.0,0.0,2.0,0.6666667,1.0,924.0
-1.0,0.0,1.2857143,-0.9,-1.1875,6.0,-0.6,0.32733223,0.0,0.0,-1.0,0.0,0.0,-0.33333334,-1.0,-2.0,-0.25,-3.0,0.0,0.0,-0.5,0.0,0.0,-0.9162304,0.0,0.0,-1.0,0.0,-1.3333334,0.5,1.0,-1.0,-1.0,0.33333334,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,1.0,0.6666667,3.0,0.0,1.0,0.0,-1.5,-2.0,-1.0,0.0,0.0,-0.6666667,0.0,0.0,0.0,0.0,0.0,2.0,0.6666667,1.0,924.0
-1.0,0.0,1.2857143,0.7,-0.5,4.0,-0.6,-0.049099836,0.0,0.0,-1.0,0.0,0.0,-0.33333334,-0.33333334,0.0,-0.25,0.0,0.0,0.33333334,0.0,0.0,0.0,0.20418854,1.0,0.0,0.0,-1.0,-1.3333334,-0.5,-0.5,-1.0,0.0,-0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3333334,0.0,0.0,1.0,3.0,0.0,1.0,0.0,-0.5,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5808.0
-1.0,0.0,1.2857143,0.7,0.5,4.0,-0.6,1.0638298,0.0,0.0,-1.0,0.0,0.0,-0.33333334,-0.33333334,-2.0,-0.5,-2.0,0.0,0.6666667,0.75,0.0,0.0,0.7853403,0.0,2.0,0.0,-1.0,-1.3333334,0.0,0.0,-1.0,0.0,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3333334,0.0,0.0,1.0,3.0,0.0,1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8448.0
-1.0,0.0,1.2857143,0.0,-1.0,6.0,-0.6,0.32733223,0.0,0.0,-1.0,0.0,0.0,-0.33333334,-1.0,-2.0,-0.5,-3.0,0.0,0.0,-0.5,0.0,0.0,-0.9162304,0.0,0.0,-1.0,0.0,-1.3333334,0.5,1.0,-1.0,-1.0,0.33333334,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.3333334,-0.5,0.0,1.0,3.0,0.0,1.0,0.0,-1.5,-2.0,-1.0,0.0,0.0,-0.6666667,0.0,-1.0,0.0,1.0,0.0,2.0,0.6666667,1.0,2310.0
0.0,-1.0,0.0,0.0,0.25,0.0,-0.6,0.7790507,0.0,0.6666667,0.0,2.0,1.0,-0.33333334,0.6666667,0.0,-0.25,1.0,0.0,0.33333334,0.75,0.0,1.1647941,-0.41884816,1.0,0.0,0.0,0.0,0.6666667,0.5,0.5,0.0,0.0,-0.6666667,0.0,0.0,3.3333333,2.0,1.0,2.0,0.0,0.0,-0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.5,0.0,1.0,0.0,0.6666667,0.0,4752.0
-3.0,-1.0,0.85714287,0.3,-0.5,0.0,0.4,-0.26841244,0.0,2.6666667,0.0,1.5,1.0,-0.33333334,-0.33333334,0.0,-0.5,1.0,0.0,-0.6666667,-0.75,-1.0,0.8314608,-0.25130892,1.0,2.0,0.0,0.0,-0.6666667,1.5,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.5,0.0,-1.0,0.0,-0.33333334,1.0,1408.0
-3.0,-1.0,0.85714287,0.3,-0.75,0.0,0.4,-0.28150573,0.0,0.6666667,-3.0,0.0,0.0,-0.33333334,-0.33333334,-2.0,0.0,0.0,0.0,0.33333334,0.0,0.0,1.0,-0.9162304,0.0,0.0,-2.0,0.0,-0.6666667,0.0,-0.5,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-2.0,0.0,-0.49438217,0.0,0.6666667,1.0,0.0,1.0,1.0,-1.0,0.0,-0.33333334,1.0,3168.0
0.0,0.0,0.0,-0.5,-0.25,0.0,0.4,0.0,0.0,1.3333334,-1.0,0.0,0.0,-0.33333334,-0.6666667,-2.0,-0.25,-3.0,0.0,0.0,-1.5,0.0,0.8314608,-0.58638746,-0.1685393,1.0,0.0,0.0,0.0,1.5,0.0,0.0,-1.0,-1.0,0.0,2.0,0.0,-1.0,-2.0,0.0,0.0,0.0,-0.5,0.0,0.33333334,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.33333334,0.0,1584.0
-1.0,-1.0,1.2857143,0.7,0.75,4.0,-0.6,1.4566284,0.0,0.6666667,-1.0,0.0,0.0,-0.33333334,-0.33333334,-2.0,-0.5,0.0,-1.0,0.6666667,0.75,0.0,0.0,0.41361254,0.0,2.0,0.0,-1.0,-1.3333334,0.5,0.5,-1.0,0.0,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,-0.5,0.0,-1.0,3.0000005,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,8448.0
-1.0,0.0,-0.14285715,-0.6,-0.5,0.0,0.4,-0.17021276,3.0,-0.6666667,-1.0,0.0,0.0,0.0,-0.6666667,0.0,-0.5,0.0,0.0,-0.6666667,0.0,-1.0,0.0,-0.2931937,-0.3333333,0.0,-1.0,-1.0,0.0,-0.5,-0.5,2.0,0.0,-0.33333334,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-1.3333334,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.49438217,0.0,-1.3333334,0.0,0.0,1.0,3.0,1.0,1.0,0.6666667,1.0,2112.0
0.0,0.0,-0.14285715,-0.5,0.0,0.0,0.4,-0.1898527,0.0,0.6666667,-1.0,0.0,0.0,0.0,0.33333334,0.0,-0.5,0.0,0.0,0.0,-0.25,0.0,0.8314608,-0.7068063,0.0,1.0,0.0,0.0,-0.6666667,0.5,0.5,1.0,0.0,-1.3333334,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-0.5,0.0,1.3333334,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,-1.3333334,-2.0,-1.0,-0.5,0.0,-1.0,0.0,-0.33333334,0.0,1056.0
0.0,0.0,0.0,0.0,2.5,0.0,0.0,-0.22585924,0.0,-0.6666667,-1.0,0.0,2.0,0.0,-0.33333334,0.0,-0.25,1.0,-1.0,0.6666667,0.0,-1.0,0.8314608,-0.7486911,0.0,0.0,0.0,-1.0,-1.3333334,-0.5,-0.5,-1.0,-1.0,-0.33333334,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,1.3333334,1.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.505618,0.0,0.6666667,-1.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,6336.0
0.0,0.0,0.0,-0.8,-0.75,0.0,-0.4,-0.25531915,0.0,0.6666667,-1.0,0.0,0.0,-0.33333334,0.0,-2.0,-0.25,-1.0,0.0,0.0,-1.25,-1.0,0.8314608,-0.3350786,-0.1685393,1.0,0.0,-1.0,0.6666667,-0.5,1.5,-1.0,-2.0,-1.3333334,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,-0.6666667,-0.5,1.0,5.3333335,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.3333334,-2.0,-1.0,0.0,0.0,0.0,3.0,0.6666667,1.0,528.0
-1.0,0.0,1.2857143,-0.6,0.25,0.0,0.0,-0.2782324,0.0,-2.0,-3.0,0.0,0.0,-0.33333334,-0.6666667,0.0,0.0,0.0,0.0,-0.33333334,-0.75,-1.0,1.1647941,0.37172776,1.164794,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,2.3333333,0.0,2.0,0.8333333,0.0,-2.0,0.0,0.0,-0.33333334,0.5,0.0,1.0,3.0,0.0,1.0,0.0,-0.5,-2.0,0.0,-0.49438217,0.0,0.6666667,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,8448.0
-3.0,0.0,0.2857143,0.3,0.0,0.0,0.2,-0.08183306,0.0,2.6666667,-3.0,0.0,0.0,-0.33333334,0.0,0.0,-0.5,0.0,-1.0,-0.33333334,-0.25,0.0,0.8314608,-0.2931937,0.8314608,0.0,-1.0,0.0,-0.6666667,0.0,0.0,-1.0,0.0,-0.6666667,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,-0.5,0.0,-2.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3.0000005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4224.0
-2.0,0.0,0.14285715,0.4,0.25,0.0,0.4,0.60556465,0.0,0.0,1.0,0.0,1.0,0.33333334,-0.33333334,0.0,-0.25,-2.0,0.0,0.0,-0.5,-1.0,1.0,0.8272251,-0.1685393,0.0,-1.0,0.0,0.6666667,0.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.9090909,1.0,-2.0,0.0,0.0,0.0,0.5,0.0,1.6666666,0.0,0.0,0.0,-2.0,-1.5,0.0,0.0,-0.49438217,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.6666667,1.0,17424.0
0.0,0.0,0.0,-0.5,1.75,0.0,0.4,-0.2651391,0.0,-0.6666667,0.0,0.5,0.0,0.0,-1.0,-1.0,-0.5,0.0,0.0,-0.33333334,-0.5,-1.0,1.0,0.24607332,-0.1685393,1.0,0.0,-1.0,-1.3333334,0.5,0.5,0.0,0.0,1.6666666,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.33333334,-1.0,1.0,0.0,0.0,0.5,-2.0,0.0,0.0,0.0,0.0,0.0,-0.6666667,1.0,1.0,-1.0,0.0,0.33333334,1.0,22176.0
0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,-0.18003273,0.0,0.0,0.0,1.0,0.0,0.0,-0.6666667,-1.0,-0.5,0.0,0.0,-0.33333334,-0.5,-1.0,1.0,0.16230364,-0.1685393,0.0,0.0,-1.0,-0.6666667,0.5,0.5,0.0,0.0,1.6666666,0.0,2.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.33333334,-1.0,0.0,0.0,0.0,0.5,-2.0,0.0,0.0,0.0,0.0,0.0,-0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,7920.0
0.0,-1.0,0.5714286,-0.6,1.25,2.0,-0.6,0.507365,0.0,0.0,-1.0,0.0,1.0,0.6666667,-0.6666667,-1.0,0.25,0.0,0.0,0.0,0.25,-1.0,0.0,0.41361254,1.0,0.0,0.0,0.0,0.6666667,0.5,0.5,0.0,0.0,1.6666666,0.0,2.0,1.5,1.0,0.0,0.0,1.0,-0.6666667,0.5,0.0,1.0,3.0,0.0,1.0,0.0,-0.5,0.0,0.0,-0.49438217,0.0,0.6666667,-1.0,0.0,0.0,1.0,0.0,0.0,-0.33333334,1.0,28160.0
0.0,0.0,0.0,-0.6,-0.5,0.0,0.0,-0.21276596,0.0,0.0,0.0,1.5,0.0,0.33333334,-0.33333334,-1.0,-0.25,0.0,0.0,0.0,-0.25,0.0,1.0,-0.041884776,0.0,0.0,0.0,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,-0.5,0.0,0.33333334,-1.0,0.0,0.0,0.0,0.5,-2.0,-1.0,0.0,0.0,0.0,-1.0,-0.6666667,0.0,0.0,0.0,0.0,0.33333334,1.0,3696.0
-1.0,0.0,-0.14285715,-0.6,0.25,0.0,0.4,-0.17021276,0.0,-0.6666667,-1.0,0.0,0.0,0.0,-0.6666667,0.0,-0.5,0.0,-1.0,-0.6666667,-1.0,-1.0,0.0,-0.16753924,-0.3333333,0.0,-1.0,0.0,0.0,-0.5,-0.5,2.0,0.0,-0.6666667,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-1.3333334,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-0.49438217,0.0,-1.3333334,0.0,0.0,1.0,3.0,1.0,1.0,0.6666667,0.0,3168.0
-1.0,-1.0,1.2857143,0.0,-1.0,6.0,-0.6,0.32733223,0.0,0.0,-1.0,0.0,0.0,-0.33333334,-1.3333334,-2.0,-0.5,-3.0,0.0,0.0,-0.25,0.0,0.0,-0.9162304,0.0,0.0,-1.0,0.0,-1.3333334,0.5,1.0,-1.0,0.0,0.33333334,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,0.0,1.0,3.0,0.0,1.0,0.0,-1.5,-2.0,-1.0,0.0,0.0,-0.6666667,0.0,0.0,0.0,0.0,0.0,2.0,0.6666667,1.0,3696.0
-1.0,-1.0,1.2857143,0.0,-0.5,0.0,-0.6,0.9328969,0.0,-0.6666667,-2.0,0.0,0.0,-0.33333334,-1.0,-2.0,-0.5,-2.0,0.0,0.33333334,-1.0,0.0,0.0,-0.41884816,-0.1685393,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,6.6666665,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-1.0,-0.5,0.0,1.0,3.0,0.0,1.0,0.0,0.5,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,15840.0
0.0,0.0,0.42857143,0.4,1.0,0.0,-0.6,2.3076923,0.0,0.6666667,0.0,0.0,2.0,-0.33333334,0.0,-1.0,0.25,1.0,-1.0,0.33333334,0.5,-1.0,0.6666667,0.0,-0.1685393,0.0,-2.0,0.0,0.0,0.5,0.5,0.0,-1.0,4.3333335,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-0.5,0.0,1.0,3.0,1.0,1.0,0.0,0.5,-2.0,0.0,-0.49438217,0.0,0.0,1.0,-1.0,0.5,0.0,2.0,-1.0,0.33333334,0.0,44880.0
0.0,-1.0,0.0,0.2,0.25,0.0,-0.6,0.16366611,2.0,-1.3333334,0.0,1.0,1.0,-0.33333334,0.33333334,-1.0,0.0,0.0,0.0,0.33333334,0.5,0.0,1.0,0.0,0.16479398,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333,0.0,0.0,2.5,0.0,1.0,0.0,1.0,-1.3333334,-0.5,1.0,1.0,3.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33333334,0.0,33792.0
0.0,0.0,-0.14285715,0.4,0.75,0.0,0.4,0.47463176,0.0,0.0,-1.0,0.0,0.0,-0.33333334,-0.33333334,-2.0,-0.5,0.0,-1.0,0.0,-0.75,-1.0,0.0,0.24607332,0.6666667,0.0,-2.0,0.0,0.6666667,-0.5,-0.5,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.5,0.0,-0.33333334,-1.0,0.0,0.0,0.0,-0.5,-1.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.5,0.0,0.0,0.0,0.6666667,0.0,18304.0
0.0,0.0,-0.14285715,0.4,1.75,0.0,0.4,0.072013095,0.0,-1.3333334,-1.0,1.5,0.0,-0.33333334,-0.33333334,-1.0,0.5,0.0,0.0,0.6666667,-0.75,0.0,1.0,-0.66492146,-0.3333333,0.0,0.0,0.0,-0.6666667,-0.5,-0.5,1.0,0.0,0.33333334,0.0,2.0,2.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.33333334,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.49438217,0.0,0.6666667,-2.0,0.0,1.0,0.0,-1.0,-1.0,-0.33333334,0.0,9504.0
0.0,0.0,0.0,-0.8,-0.75,0.0,0.4,-0.09165303,0.0,0.6666667,-1.0,0.0,2.0,0.6666667,0.0,-2.0,0.0,-1.0,-1.0,-0.33333334,-0.75,1.0,0.0,-0.5445026,0.8314608,1.0,0.0,-1.0,-0.6666667,-0.5,-0.5,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,1.0,0.0,-1.3333334,-0.5,0.0,1.3333334,1.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0000005,0.0,-1.3333334,-2.0,-1.0,1.0,0.0,0.0,1.0,0.6666667,0.0,577.5
0.0,1.0,0.14285715,0.6,-0.5,0.0,0.4,-0.21603929,0.0,2.0,0.0,0.5,1.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,-0.25,-1.0,0.0,0.8272251,0.0,0.0,0.0,0.0,0.6666667,-0.5,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0,-0.33333334,0.5,1.0,3.0,-1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,-0.6666667,-1.0,-0.33333334,1.0,1.0,2.0,1.0,0.0,0.0,4400.0
0.0,0.0,0.14285715,0.4,0.25,0.0,0.4,0.02618658,0.0,0.0,0.0,0.5,1.0,-0.33333334,0.0,-1.0,1.0,-3.0,0.0,-0.33333334,-0.75,-1.0,0.0,0.5811518,1.0,1.0,-2.0,0.0,0.6666667,-0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,-0.6666667,0.5,0.0,-1.3333334,1.0,0.0,0.0,0.0,-1.5,0.0,0.0,1.0,1.0,-0.6666667,-1.0,-0.6666667,-0.5,3.0,2.0,0.0,-0.33333334,0.0,8448.0
2.0,-1.0,1.4285715,-0.9,-0.25,0.0,0.2,1.2274959,0.0,0.0,0.0,0.0,0.0,-0.33333334,-0.6666667,0.0,-0.25,-3.0,0.0,-0.6666667,-0.75,-1.0,0.0,-0.66492146,0.6666667,1.0,0.0,0.0,-1.3333334,-0.5,-0.5,-1.0,0.0,-1.0,0.0,4.0,0.0,-1.0,1.0,0.0,0.0,-0.6666667,0.5,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49438217,0.0,0.6666667,0.0,0.0,0.5,3.0,0.0,3.0,0.0,1.0,1760.0
2.0,-1.0,1.4285715,0.4,-0.25,0.0,0.2,0.83469725,0.0,0.0,-1.0,0.0,0.0,-0.33333334,0.6666667,0.0,0.5,-3.0,0.0,0.0,-0.25,0.0,0.0,-0.9162304,0.49812734,1.0,-2.0,-1.0,-1.3333334,1.5,0.5,0.0,0.0,-0.33333334,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-0.33333334,-0.5,0.0,-2.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.49438217,0.0,0.6666667,-1.0,-1.0,0.0,2.0,0.0,2.0,0.0,1.0,2816.0
-4.0,0.0,0.0,-0.9,-0.25,0.0,0.2,-0.25204584,0.0,0.0,-1.0,1.0,0.0,0.6666667,0.33333334,-1.0,0.25,0.0,0.0,1.0,1.0,-1.0,1.0,-0.9162304,0.0,0.0,0.0,0.0,0.6666667,1.0,-0.5,-1.0,0.0,-0.33333334,-2.0,0.0,2.5,-2.0,2.0,0.0,0.0,-0.33333334,2.5,1.0,3.3333333,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.49438217,0.0,0.6666667,1.0,-1.0,-0.5,0.0,0.0,0.0,-0.33333334,1.0,4752.0
-4.0,0.0,0.0,-0.9,-0.25,0.0,0.2,-0.016366612,0.0,0.0,0.0,1.0,1.0,0.0,0.33333334,0.0,-0.5,1.0,0.0,0.33333334,-0.25,0.0,0.0,0.41361254,0.49812734,2.0,-2.0,0.0,-1.3333334,0.5,0.5,0.0,0.0,-0.6666667,0.0,0.0,3.3333333,0.0,1.0,2.0,0.0,-0.33333334,-0.5,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666667,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2640.0
2.0,-1.0,1.4285715,0.0,-0.25,2.0,0.0,0.22913256,0.0,0.0,0.0,1.0,2.0,0.0,0.33333334,0.0,0.5,0.0,0.0,0.6666667,0.5,0.0,1.0,0.6230367,1.0,2.0,-1.0,0.0,-1.3333334,-0.5,-0.5,0.0,0.0,1.0,-2.0,4.0,0.625,0.0,-1.0,3.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.5,-1.3333334,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,2640.0
2.0,0.0,1.4285715,-0.8,0.5,2.0,0.0,0.3764321,0.0,0.0,0.0,1.0,2.0,-0.33333334,0.33333334,0.0,0.5,-2.0,0.0,0.6666667,0.0,1.0,0.16479398,0.49738222,1.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,-1.3333334,2.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5056183,0.0,-1.3333334,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2200.0
0.0,0.0,1.4285715,0.0,1.75,2.0,0.4,1.98036,0.0,0.6666667,0.0,0.5,2.0,0.6666667,0.33333334,0.0,0.5,-1.0,0.0,0.6666667,2.0,-1.0,1.0,0.8272251,1.0,1.0,-2.0,0.0,0.6666667,-0.5,-0.5,-1.0,-1.0,-1.0,0.0,2.0,0.0,-1.0,-1.0,1.0,0.0,-0.6666667,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0000005,1.5,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-0.33333334,1.0,12672.0
0.0,0.0,1.4285715,-0.8,-0.75,2.0,0.0,0.14729951,0.0,0.0,0.0,1.5,2.0,0.6666667,0.6666667,0.0,1.75,0.0,0.0,0.33333334,0.5,0.0,0.0,0.32984298,-0.1685393,2.0,0.0,-1.0,-1.3333334,-0.5,-0.5,0.0,0.0,-1.3333334,0.0,0.0,0.0,0.0,-2.0,3.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,-0.6666667,-1.0,-1.0,1.0,0.0,0.0,0.0,-0.33333334,2.0,792.0
0.0,0.0,1.4285715,-0.8,1.75,0.0,0.4,0.5400982,0.0,0.0,0.0,1.5,2.0,0.6666667,-0.33333334,0.0,0.5,-1.0,0.0,1.0,0.5,0.0,1.0,0.8272251,0.16479398,1.0,-1.0,0.0,0.6666667,-0.5,-0.5,0.0,-1.0,-1.3333334,2.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-1.3333334,-1.0,0.0,-0.5,0.0,0.0,0.0,0.33333334,1.0,10560.0
-2.0,-1.0,0.14285715,0.3,0.25,0.0,0.2,-0.24549918,0.0,0.0,-2.0,0.5,1.0,-0.33333334,0.0,0.0,-0.25,0.0,0.0,0.33333334,0.0,-1.0,0.0,-0.37696338,0.0,0.0,-2.0,0.0,0.6666667,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,-1.6666666,0.5,0.0,3.6666667,-1.0,1.0,1.0,0.0,0.5,-2.0,-1.0,2.5056183,0.5,0.6666667,-1.0,0.0,0.5,0.0,-1.0,0.0,-0.33333334,0.0,3520.0
-2.0,-1.0,0.14285715,0.3,0.0,0.0,0.4,-0.27168575,0.0,1.3333334,1.0,1.5,1.0,0.6666667,0.33333334,0.0,-0.25,1.0,0.0,0.0,1.0,0.0,1.1647941,0.32984298,1.164794,1.0,-1.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666667,-1.0,0.0,-0.5,1.0,1.0,2.0,0.0,3.0,4224.0
